task_id,task_domain,task_type,difficulty,task_description,constraints,required_capabilities,expected_tools,available_tools,ground_truth,success_criteria
task_01068,structured_extraction,structured_extraction,hard,Extract 3 structured fields describing employee onboarding steps from the source file.,Must use only tools from the structured_extraction toolset; Must return exactly 3 items; Must cite the source of every factual claim,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator",gt_structured_extraction_employee_onboarding_steps_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01069,verification,verification,medium,Verify the 4 claims about hiring pipeline metrics against the source data and flag unsupported ones.,Must use only tools from the verification toolset; Must return exactly 4 items,verification,"validator,sql_query,calculator","validator,sql_query,calculator,web_search",gt_verification_hiring_pipeline_metrics_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01070,data_analysis,data_analysis,hard,Query the warehouse capacity planning table and compute the requested aggregate for the last 4 periods.,Must use only tools from the data_analysis toolset; Must return exactly 4 items; Must cite the source of every factual claim,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor,api_client",gt_data_analysis_warehouse_capacity_planning_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01071,document_analysis,document_analysis,easy,Read the provided document set on budget variance analysis and extract the 5 key claims with citations.,Must use only tools from the document_analysis toolset,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator,sql_query",gt_document_analysis_budget_variance_analysis_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01072,rag,rag,easy,Answer the question about subscription renewal rates grounded only in the retrieved 2 passages.,Must use only tools from the rag toolset,rag,"doc_retriever,web_search,validator","doc_retriever,web_search,validator",gt_rag_subscription_renewal_rates_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01073,file_operations,file_operations,hard,"Read marketing campaign ROI, transform it, and write 4 output files with the results.",Must use only tools from the file_operations toolset; Must return exactly 4 items; Must cite the source of every factual claim,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator,code_executor",gt_file_operations_marketing_campaign_ROI_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01074,information_retrieval,information_retrieval,easy,Find the 3 most relevant sources for inventory reorder points and rank them by relevance.,Must use only tools from the information_retrieval toolset,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator",gt_information_retrieval_inventory_reorder_points_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01075,coding,coding,hard,Write and run a script that solves shipping delay root causes and returns the result for 3 test cases.,Must use only tools from the coding toolset; Must return exactly 3 items; Must cite the source of every factual claim,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer,sql_query",gt_coding_shipping_delay_root_causes_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01076,api_workflows,api_workflows,easy,Call the warehouse capacity planning API and assemble a report combining 2 endpoint responses.,Must use only tools from the api_workflows toolset,api workflows,"api_client,validator,calculator","api_client,validator,calculator",gt_api_workflows_warehouse_capacity_planning_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01077,constraint_satisfaction,constraint_satisfaction,easy,Find an assignment for supply chain bottlenecks satisfying all 2 stated constraints.,Must use only tools from the constraint_satisfaction toolset,constraint satisfaction,"validator,calculator,sql_query","validator,calculator,sql_query",gt_constraint_satisfaction_supply_chain_bottlenecks_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01078,multi_step_reasoning,multi_step_reasoning,hard,Answer a multi-step question about product defect reports requiring 5 intermediate computations.,Must use only tools from the multi_step_reasoning toolset; Must return exactly 5 items; Must cite the source of every factual claim,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator",gt_multi_step_reasoning_product_defect_reports_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01079,multi_step_reasoning,multi_step_reasoning,hard,Answer a multi-step question about warehouse capacity planning requiring 3 intermediate computations.,Must use only tools from the multi_step_reasoning toolset; Must return exactly 3 items; Must cite the source of every factual claim,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator",gt_multi_step_reasoning_warehouse_capacity_planning_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01080,information_retrieval,information_retrieval,easy,Find the 5 most relevant sources for warehouse capacity planning and rank them by relevance.,Must use only tools from the information_retrieval toolset,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator",gt_information_retrieval_warehouse_capacity_planning_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01081,multi_step_reasoning,multi_step_reasoning,hard,Answer a multi-step question about customer churn drivers requiring 3 intermediate computations.,Must use only tools from the multi_step_reasoning toolset; Must return exactly 3 items; Must cite the source of every factual claim,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator,code_executor",gt_multi_step_reasoning_customer_churn_drivers_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01082,verification,verification,medium,Verify the 5 claims about server incident timeline against the source data and flag unsupported ones.,Must use only tools from the verification toolset; Must return exactly 5 items,verification,"validator,sql_query,calculator","validator,sql_query,calculator",gt_verification_server_incident_timeline_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01083,information_retrieval,information_retrieval,easy,Find the 4 most relevant sources for vendor contract terms and rank them by relevance.,Must use only tools from the information_retrieval toolset,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator,file_reader",gt_information_retrieval_vendor_contract_terms_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01084,file_operations,file_operations,easy,"Read quarterly revenue trends, transform it, and write 2 output files with the results.",Must use only tools from the file_operations toolset,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator,code_executor",gt_file_operations_quarterly_revenue_trends_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01085,document_analysis,document_analysis,medium,Read the provided document set on support ticket backlog and extract the 4 key claims with citations.,Must use only tools from the document_analysis toolset; Must return exactly 4 items,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator",gt_document_analysis_support_ticket_backlog_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01086,multi_step_reasoning,multi_step_reasoning,medium,Answer a multi-step question about quarterly revenue trends requiring 3 intermediate computations.,Must use only tools from the multi_step_reasoning toolset; Must return exactly 3 items,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator,code_executor",gt_multi_step_reasoning_quarterly_revenue_trends_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01087,coding,coding,easy,Write and run a script that solves employee onboarding steps and returns the result for 4 test cases.,Must use only tools from the coding toolset,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer,sql_query",gt_coding_employee_onboarding_steps_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01088,data_analysis,data_analysis,easy,Query the marketing campaign ROI table and compute the requested aggregate for the last 4 periods.,Must use only tools from the data_analysis toolset,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor",gt_data_analysis_marketing_campaign_ROI_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01089,multi_step_reasoning,multi_step_reasoning,hard,Answer a multi-step question about competitor feature matrix requiring 5 intermediate computations.,Must use only tools from the multi_step_reasoning toolset; Must return exactly 5 items; Must cite the source of every factual claim,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator,code_executor",gt_multi_step_reasoning_competitor_feature_matrix_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01090,structured_extraction,structured_extraction,medium,Extract 2 structured fields describing employee onboarding steps from the source file.,Must use only tools from the structured_extraction toolset; Must return exactly 2 items,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator,sql_query",gt_structured_extraction_employee_onboarding_steps_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01091,api_workflows,api_workflows,medium,Call the product defect reports API and assemble a report combining 2 endpoint responses.,Must use only tools from the api_workflows toolset; Must return exactly 2 items,api workflows,"api_client,validator,calculator","api_client,validator,calculator",gt_api_workflows_product_defect_reports_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01092,coding,coding,hard,Write and run a script that solves pricing tier comparison and returns the result for 5 test cases.,Must use only tools from the coding toolset; Must return exactly 5 items; Must cite the source of every factual claim,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer",gt_coding_pricing_tier_comparison_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01093,document_analysis,document_analysis,easy,Read the provided document set on supply chain bottlenecks and extract the 4 key claims with citations.,Must use only tools from the document_analysis toolset,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator",gt_document_analysis_supply_chain_bottlenecks_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01094,file_operations,file_operations,easy,"Read vendor contract terms, transform it, and write 3 output files with the results.",Must use only tools from the file_operations toolset,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator",gt_file_operations_vendor_contract_terms_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01095,multi_step_reasoning,multi_step_reasoning,medium,Answer a multi-step question about pricing tier comparison requiring 3 intermediate computations.,Must use only tools from the multi_step_reasoning toolset; Must return exactly 3 items,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator,code_executor",gt_multi_step_reasoning_pricing_tier_comparison_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01096,multi_step_reasoning,multi_step_reasoning,medium,Answer a multi-step question about inventory reorder points requiring 3 intermediate computations.,Must use only tools from the multi_step_reasoning toolset; Must return exactly 3 items,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator,code_executor",gt_multi_step_reasoning_inventory_reorder_points_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01097,file_operations,file_operations,easy,"Read server incident timeline, transform it, and write 5 output files with the results.",Must use only tools from the file_operations toolset,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator,code_executor",gt_file_operations_server_incident_timeline_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01098,constraint_satisfaction,constraint_satisfaction,medium,Find an assignment for subscription renewal rates satisfying all 4 stated constraints.,Must use only tools from the constraint_satisfaction toolset; Must return exactly 4 items,constraint satisfaction,"validator,calculator,sql_query","validator,calculator,sql_query",gt_constraint_satisfaction_subscription_renewal_rates_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01099,web_research,web_research,hard,Research pricing tier comparison using web search and summarize the top 5 findings with sources.,Must use only tools from the web_research toolset; Must return exactly 5 items; Must cite the source of every factual claim,web research,"web_search,browser,validator","web_search,browser,validator",gt_web_research_pricing_tier_comparison_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01100,information_retrieval,information_retrieval,medium,Find the 2 most relevant sources for supply chain bottlenecks and rank them by relevance.,Must use only tools from the information_retrieval toolset; Must return exactly 2 items,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator,file_reader",gt_information_retrieval_supply_chain_bottlenecks_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01101,information_retrieval,information_retrieval,easy,Find the 5 most relevant sources for compliance audit findings and rank them by relevance.,Must use only tools from the information_retrieval toolset,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator,file_reader",gt_information_retrieval_compliance_audit_findings_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01102,api_workflows,api_workflows,medium,Call the inventory reorder points API and assemble a report combining 2 endpoint responses.,Must use only tools from the api_workflows toolset; Must return exactly 2 items,api workflows,"api_client,validator,calculator","api_client,validator,calculator",gt_api_workflows_inventory_reorder_points_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01103,document_analysis,document_analysis,medium,Read the provided document set on compliance audit findings and extract the 3 key claims with citations.,Must use only tools from the document_analysis toolset; Must return exactly 3 items,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator,sql_query",gt_document_analysis_compliance_audit_findings_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01104,document_analysis,document_analysis,easy,Read the provided document set on subscription renewal rates and extract the 4 key claims with citations.,Must use only tools from the document_analysis toolset,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator,sql_query",gt_document_analysis_subscription_renewal_rates_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01105,data_analysis,data_analysis,easy,Query the competitor feature matrix table and compute the requested aggregate for the last 3 periods.,Must use only tools from the data_analysis toolset,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor,api_client",gt_data_analysis_competitor_feature_matrix_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01106,structured_extraction,structured_extraction,medium,Extract 3 structured fields describing server incident timeline from the source file.,Must use only tools from the structured_extraction toolset; Must return exactly 3 items,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator,sql_query",gt_structured_extraction_server_incident_timeline_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01107,constraint_satisfaction,constraint_satisfaction,easy,Find an assignment for employee onboarding steps satisfying all 5 stated constraints.,Must use only tools from the constraint_satisfaction toolset,constraint satisfaction,"validator,calculator,sql_query","validator,calculator,sql_query",gt_constraint_satisfaction_employee_onboarding_steps_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01108,document_analysis,document_analysis,medium,Read the provided document set on employee onboarding steps and extract the 2 key claims with citations.,Must use only tools from the document_analysis toolset; Must return exactly 2 items,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator",gt_document_analysis_employee_onboarding_steps_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01109,document_analysis,document_analysis,medium,Read the provided document set on quarterly revenue trends and extract the 3 key claims with citations.,Must use only tools from the document_analysis toolset; Must return exactly 3 items,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator",gt_document_analysis_quarterly_revenue_trends_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01110,file_operations,file_operations,medium,"Read subscription renewal rates, transform it, and write 3 output files with the results.",Must use only tools from the file_operations toolset; Must return exactly 3 items,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator",gt_file_operations_subscription_renewal_rates_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01111,data_analysis,data_analysis,hard,Query the quarterly revenue trends table and compute the requested aggregate for the last 2 periods.,Must use only tools from the data_analysis toolset; Must return exactly 2 items; Must cite the source of every factual claim,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor",gt_data_analysis_quarterly_revenue_trends_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01112,rag,rag,easy,Answer the question about supply chain bottlenecks grounded only in the retrieved 2 passages.,Must use only tools from the rag toolset,rag,"doc_retriever,web_search,validator","doc_retriever,web_search,validator",gt_rag_supply_chain_bottlenecks_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01113,information_retrieval,information_retrieval,medium,Find the 5 most relevant sources for supply chain bottlenecks and rank them by relevance.,Must use only tools from the information_retrieval toolset; Must return exactly 5 items,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator",gt_information_retrieval_supply_chain_bottlenecks_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01114,verification,verification,easy,Verify the 3 claims about quarterly revenue trends against the source data and flag unsupported ones.,Must use only tools from the verification toolset,verification,"validator,sql_query,calculator","validator,sql_query,calculator,web_search",gt_verification_quarterly_revenue_trends_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01115,structured_extraction,structured_extraction,easy,Extract 4 structured fields describing shipping delay root causes from the source file.,Must use only tools from the structured_extraction toolset,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator",gt_structured_extraction_shipping_delay_root_causes_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01116,constraint_satisfaction,constraint_satisfaction,medium,Find an assignment for vendor contract terms satisfying all 3 stated constraints.,Must use only tools from the constraint_satisfaction toolset; Must return exactly 3 items,constraint satisfaction,"validator,calculator,sql_query","validator,calculator,sql_query",gt_constraint_satisfaction_vendor_contract_terms_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01117,document_analysis,document_analysis,hard,Read the provided document set on warehouse capacity planning and extract the 4 key claims with citations.,Must use only tools from the document_analysis toolset; Must return exactly 4 items; Must cite the source of every factual claim,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator",gt_document_analysis_warehouse_capacity_planning_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01118,structured_extraction,structured_extraction,medium,Extract 3 structured fields describing quarterly revenue trends from the source file.,Must use only tools from the structured_extraction toolset; Must return exactly 3 items,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator",gt_structured_extraction_quarterly_revenue_trends_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01119,coding,coding,medium,Write and run a script that solves product defect reports and returns the result for 2 test cases.,Must use only tools from the coding toolset; Must return exactly 2 items,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer",gt_coding_product_defect_reports_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01120,coding,coding,medium,Write and run a script that solves product defect reports and returns the result for 4 test cases.,Must use only tools from the coding toolset; Must return exactly 4 items,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer,sql_query",gt_coding_product_defect_reports_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01121,information_retrieval,information_retrieval,hard,Find the 2 most relevant sources for employee onboarding steps and rank them by relevance.,Must use only tools from the information_retrieval toolset; Must return exactly 2 items; Must cite the source of every factual claim,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator",gt_information_retrieval_employee_onboarding_steps_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01122,api_workflows,api_workflows,easy,Call the regional sales performance API and assemble a report combining 4 endpoint responses.,Must use only tools from the api_workflows toolset,api workflows,"api_client,validator,calculator","api_client,validator,calculator",gt_api_workflows_regional_sales_performance_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01123,file_operations,file_operations,easy,"Read warehouse capacity planning, transform it, and write 2 output files with the results.",Must use only tools from the file_operations toolset,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator",gt_file_operations_warehouse_capacity_planning_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01124,rag,rag,medium,Answer the question about employee onboarding steps grounded only in the retrieved 4 passages.,Must use only tools from the rag toolset; Must return exactly 4 items,rag,"doc_retriever,web_search,validator","doc_retriever,web_search,validator,file_reader",gt_rag_employee_onboarding_steps_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01125,structured_extraction,structured_extraction,easy,Extract 3 structured fields describing marketing campaign ROI from the source file.,Must use only tools from the structured_extraction toolset,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator",gt_structured_extraction_marketing_campaign_ROI_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01126,api_workflows,api_workflows,medium,Call the hiring pipeline metrics API and assemble a report combining 2 endpoint responses.,Must use only tools from the api_workflows toolset; Must return exactly 2 items,api workflows,"api_client,validator,calculator","api_client,validator,calculator,browser",gt_api_workflows_hiring_pipeline_metrics_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01127,verification,verification,easy,Verify the 3 claims about shipping delay root causes against the source data and flag unsupported ones.,Must use only tools from the verification toolset,verification,"validator,sql_query,calculator","validator,sql_query,calculator,web_search",gt_verification_shipping_delay_root_causes_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01128,structured_extraction,structured_extraction,hard,Extract 2 structured fields describing regional sales performance from the source file.,Must use only tools from the structured_extraction toolset; Must return exactly 2 items; Must cite the source of every factual claim,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator,sql_query",gt_structured_extraction_regional_sales_performance_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01129,rag,rag,easy,Answer the question about subscription renewal rates grounded only in the retrieved 2 passages.,Must use only tools from the rag toolset,rag,"doc_retriever,web_search,validator","doc_retriever,web_search,validator",gt_rag_subscription_renewal_rates_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01130,planning,planning,hard,Produce a 4-step plan to accomplish hiring pipeline metrics respecting the stated constraints.,Must use only tools from the planning toolset; Must return exactly 4 items; Must cite the source of every factual claim,planning,"doc_retriever,calculator,validator","doc_retriever,calculator,validator,web_search",gt_planning_hiring_pipeline_metrics_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01131,web_research,web_research,hard,Research support ticket backlog using web search and summarize the top 2 findings with sources.,Must use only tools from the web_research toolset; Must return exactly 2 items; Must cite the source of every factual claim,web research,"web_search,browser,validator","web_search,browser,validator,api_client",gt_web_research_support_ticket_backlog_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01132,verification,verification,medium,Verify the 3 claims about regional sales performance against the source data and flag unsupported ones.,Must use only tools from the verification toolset; Must return exactly 3 items,verification,"validator,sql_query,calculator","validator,sql_query,calculator,web_search",gt_verification_regional_sales_performance_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01133,document_analysis,document_analysis,easy,Read the provided document set on server incident timeline and extract the 5 key claims with citations.,Must use only tools from the document_analysis toolset,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator,sql_query",gt_document_analysis_server_incident_timeline_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01134,api_workflows,api_workflows,medium,Call the server incident timeline API and assemble a report combining 2 endpoint responses.,Must use only tools from the api_workflows toolset; Must return exactly 2 items,api workflows,"api_client,validator,calculator","api_client,validator,calculator,browser",gt_api_workflows_server_incident_timeline_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01135,web_research,web_research,hard,Research vendor contract terms using web search and summarize the top 4 findings with sources.,Must use only tools from the web_research toolset; Must return exactly 4 items; Must cite the source of every factual claim,web research,"web_search,browser,validator","web_search,browser,validator",gt_web_research_vendor_contract_terms_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01136,document_analysis,document_analysis,easy,Read the provided document set on support ticket backlog and extract the 2 key claims with citations.,Must use only tools from the document_analysis toolset,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator,sql_query",gt_document_analysis_support_ticket_backlog_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01137,rag,rag,easy,Answer the question about customer churn drivers grounded only in the retrieved 4 passages.,Must use only tools from the rag toolset,rag,"doc_retriever,web_search,validator","doc_retriever,web_search,validator",gt_rag_customer_churn_drivers_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01138,information_retrieval,information_retrieval,easy,Find the 3 most relevant sources for support ticket backlog and rank them by relevance.,Must use only tools from the information_retrieval toolset,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator",gt_information_retrieval_support_ticket_backlog_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01139,data_analysis,data_analysis,medium,Query the employee onboarding steps table and compute the requested aggregate for the last 2 periods.,Must use only tools from the data_analysis toolset; Must return exactly 2 items,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor,api_client",gt_data_analysis_employee_onboarding_steps_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01140,web_research,web_research,medium,Research customer churn drivers using web search and summarize the top 5 findings with sources.,Must use only tools from the web_research toolset; Must return exactly 5 items,web research,"web_search,browser,validator","web_search,browser,validator",gt_web_research_customer_churn_drivers_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01141,rag,rag,medium,Answer the question about energy usage patterns grounded only in the retrieved 4 passages.,Must use only tools from the rag toolset; Must return exactly 4 items,rag,"doc_retriever,web_search,validator","doc_retriever,web_search,validator,file_reader",gt_rag_energy_usage_patterns_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01142,document_analysis,document_analysis,easy,Read the provided document set on employee onboarding steps and extract the 2 key claims with citations.,Must use only tools from the document_analysis toolset,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator,sql_query",gt_document_analysis_employee_onboarding_steps_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01143,rag,rag,easy,Answer the question about marketing campaign ROI grounded only in the retrieved 2 passages.,Must use only tools from the rag toolset,rag,"doc_retriever,web_search,validator","doc_retriever,web_search,validator",gt_rag_marketing_campaign_ROI_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01144,data_analysis,data_analysis,medium,Query the competitor feature matrix table and compute the requested aggregate for the last 5 periods.,Must use only tools from the data_analysis toolset; Must return exactly 5 items,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor,api_client",gt_data_analysis_competitor_feature_matrix_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01145,coding,coding,easy,Write and run a script that solves supply chain bottlenecks and returns the result for 2 test cases.,Must use only tools from the coding toolset,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer,sql_query",gt_coding_supply_chain_bottlenecks_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01146,information_retrieval,information_retrieval,easy,Find the 4 most relevant sources for employee onboarding steps and rank them by relevance.,Must use only tools from the information_retrieval toolset,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator,file_reader",gt_information_retrieval_employee_onboarding_steps_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01147,verification,verification,hard,Verify the 4 claims about shipping delay root causes against the source data and flag unsupported ones.,Must use only tools from the verification toolset; Must return exactly 4 items; Must cite the source of every factual claim,verification,"validator,sql_query,calculator","validator,sql_query,calculator",gt_verification_shipping_delay_root_causes_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
